0xaa1a6e3e6ef20068f7f8d8c835d2d22fd5116444,8.41554E+25
0x7727e5113d1d161373623e5f49fd568b4f543a9e,4.56271E+25
0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,4.2553E+25
0xbfc39b6f805a9e40e77291aff27aee3c96915bdd,2.11042E+25
0xe94b04a0fed112f3664e45adb2b8915693dd5ff3,1.55431E+25
0xabbb6bebfa05aa13e908eaa492bd7a8343760477,1.07195E+25
0x341e790174e3a4d35b65fdc067b6b5634a61caea,8.379E+24
0x58ae42a38d6b33a1e31492b60465fa80da595755,2.90271E+24
0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,1.23809E+24
0xe28e72fcf78647adce1f1252f240bbfaebd63bcc,1.17243E+24
